cell_line,reported_sex,"XIST_expression (log thresholds = 6,8)",XIST_expression_category,"DDX3Y_expression (log thresholds = 6,7)",DDX3Y_expression_category,"EIF1AY_expression (log thresholds = 5,6)",EIF1AY_expression_category,"KDM5D_expression (log thresholds = 5,6)",KDM5D_expression_category,"NLGN4Y_expression (log thresholds = 4,5)",NLGN4Y_expression_category,"RPS4Y1_expression (log thresholds = 6,8)",RPS4Y1_expression_category,"TMSB4Y_expression (log thresholds = 2.5,3)",TMSB4Y_expression_category,"USP9Y_expression (log thresholds = 4,5)",USP9Y_expression_category,"UTY_expression (log thresholds = 4,5)",UTY_expression_category,"ZFY_expression (log thresholds = 4,5)",ZFY_expression_category
RT4_URINARY_TRACT,male,25,male_range,11699,high_expression,7273,high_expression,10927,high_expression,2453,high_expression,48659,high_expression,1192,high_expression,8961,high_expression,4403,high_expression,3630,high_expression
RVH421_SKIN,male,41,male_range,9310,high_expression,3384,high_expression,4562,high_expression,251,high_expression,29840,high_expression,34,high_expression,2885,high_expression,3278,high_expression,1704,high_expression
S117_THYROID,female,51014,high_expression,14,female_range,2,female_range,8,female_range,0,female_range,45,female_range,1,female_range,10,female_range,1,female_range,2,female_range
SALE_LUNG,NA,20,male_range,16423,high_expression,2698,high_expression,6296,high_expression,592,high_expression,23286,high_expression,34,high_expression,12806,high_expression,2241,high_expression,1919,high_expression
SAOS2_BONE,female,129856,high_expression,32,female_range,4,female_range,11,female_range,1,female_range,32,female_range,1,female_range,9,female_range,14,female_range,2,female_range
SBC5_LUNG,NA,84,male_range,32813,high_expression,2,female_range,1,female_range,3,female_range,70870,high_expression,585,high_expression,7787,high_expression,4076,high_expression,2484,high_expression
SCABER_URINARY_TRACT,male,54,male_range,6662,high_expression,1934,high_expression,2910,high_expression,591,high_expression,14259,high_expression,64,high_expression,3244,high_expression,1215,high_expression,1322,high_expression
SCC15_UPPER_AERODIGESTIVE_TRACT,male,51,male_range,14116,high_expression,5534,high_expression,5569,high_expression,894,high_expression,43383,high_expression,228,high_expression,7614,high_expression,4232,high_expression,3077,high_expression
SCC25_UPPER_AERODIGESTIVE_TRACT,male,61,male_range,22,female_range,6,female_range,7,female_range,0,female_range,48,female_range,2,female_range,2,female_range,4,female_range,3,female_range
SCC4_UPPER_AERODIGESTIVE_TRACT,male,64,male_range,9917,high_expression,25,female_range,12,female_range,1,female_range,29367,high_expression,1,female_range,5460,high_expression,15,female_range,3073,high_expression
SCC9_UPPER_AERODIGESTIVE_TRACT,male,43,male_range,23949,high_expression,8,female_range,18,female_range,675,high_expression,28799,high_expression,73,high_expression,19958,high_expression,4480,high_expression,4000,high_expression
SCLC21H_LUNG,male,59,male_range,24728,high_expression,4138,high_expression,5900,high_expression,862,high_expression,56470,high_expression,310,high_expression,7775,high_expression,3414,high_expression,980,high_expression
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,67159,high_expression,11,female_range,4,female_range,13,female_range,1,female_range,30,female_range,1,female_range,5,female_range,4,female_range,4,female_range
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,75672,high_expression,5,female_range,2,female_range,2,female_range,2,female_range,15,female_range,3,female_range,6,female_range,3,female_range,2,female_range
SF126_CENTRAL_NERVOUS_SYSTEM,NA,26339,high_expression,7,female_range,5,female_range,5,female_range,2,female_range,36,female_range,2,female_range,6,female_range,2,female_range,1,female_range
SF172_CENTRAL_NERVOUS_SYSTEM,female,27,male_range,32,female_range,9,female_range,12,female_range,2,female_range,52,female_range,0,female_range,14,female_range,4,female_range,10,female_range
SF268_CENTRAL_NERVOUS_SYSTEM,NA,70,male_range,4577,high_expression,1865,high_expression,2712,high_expression,636,high_expression,86571,high_expression,150,high_expression,854,high_expression,754,high_expression,2064,high_expression
SF295_CENTRAL_NERVOUS_SYSTEM,female,38618,high_expression,15,female_range,4,female_range,1,female_range,0,female_range,20,female_range,0,female_range,8,female_range,3,female_range,0,female_range
SF539_CENTRAL_NERVOUS_SYSTEM,NA,57,male_range,26,female_range,4,female_range,14,female_range,2,female_range,83,female_range,2,female_range,7,female_range,8,female_range,8,female_range
SF767_CERVIX,female,19380,high_expression,14,female_range,6,female_range,7,female_range,1,female_range,35,female_range,0,female_range,6,female_range,2,female_range,4,female_range
SH10TC_STOMACH,NA,26822,high_expression,16,female_range,1,female_range,13,female_range,57,intermediate_expression,27,female_range,0,female_range,8,female_range,2,female_range,5,female_range
SH4_SKIN,female,64,male_range,34,female_range,6,female_range,4,female_range,5,female_range,62,female_range,4,female_range,8,female_range,7,female_range,13,female_range
SHP77_LUNG,male,59,male_range,26,female_range,7,female_range,8,female_range,1,female_range,43,female_range,0,female_range,7,female_range,6,female_range,0,female_range
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,55,male_range,17,female_range,2,female_range,2,female_range,4,female_range,40,female_range,2,female_range,5,female_range,3,female_range,3,female_range
SIHA_CERVIX,NA,95742,high_expression,29,female_range,6,female_range,3,female_range,1,female_range,32,female_range,1,female_range,9,female_range,4,female_range,10,female_range
SIMA_AUTONOMIC_GANGLIA,male,84,male_range,12463,high_expression,2460,high_expression,3192,high_expression,3983,high_expression,48491,high_expression,132,high_expression,3931,high_expression,1930,high_expression,769,high_expression
SJSA1_BONE,male,70,male_range,17571,high_expression,5172,high_expression,8106,high_expression,2092,high_expression,36479,high_expression,17,intermediate_expression,8442,high_expression,0,female_range,2622,high_expression
SKBR3_BREAST,female,50178,high_expression,30,female_range,2,female_range,14,female_range,0,female_range,79,female_range,0,female_range,3,female_range,8,female_range,5,female_range
SKCO1_LARGE_INTESTINE,male,67,male_range,824,intermediate_expression,4078,high_expression,11534,high_expression,8,female_range,9650,high_expression,195,high_expression,424,high_expression,258,high_expression,484,high_expression
SKES1_BONE,male,101,male_range,15202,high_expression,4210,high_expression,6694,high_expression,1671,high_expression,40247,high_expression,295,high_expression,4528,high_expression,2720,high_expression,3353,high_expression
SKHEP1_LIVER,male,74,male_range,14,female_range,8,female_range,1,female_range,0,female_range,42,female_range,0,female_range,6,female_range,1,female_range,2,female_range
SKLMS1_SOFT_TISSUE,female,46,male_range,13,female_range,3,female_range,2,female_range,0,female_range,37,female_range,1,female_range,11,female_range,0,female_range,0,female_range
SKLU1_LUNG,female,13192,high_expression,12,female_range,12,female_range,8,female_range,0,female_range,62,female_range,2,female_range,7,female_range,6,female_range,9,female_range
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,52,male_range,4694,high_expression,1232,high_expression,2239,high_expression,352,high_expression,14290,high_expression,44,high_expression,602,high_expression,385,high_expression,391,high_expression
SKMEL1_SKIN,male,45,male_range,17436,high_expression,6594,high_expression,8985,high_expression,1158,high_expression,46087,high_expression,137,high_expression,4152,high_expression,4092,high_expression,2738,high_expression
SKMEL24_SKIN,male,60,male_range,16862,high_expression,5449,high_expression,4712,high_expression,44,female_range,50853,high_expression,11,female_range,4345,high_expression,3256,high_expression,3741,high_expression
SKMEL28_SKIN,male,139,male_range,50,female_range,1654,high_expression,17,female_range,0,female_range,17510,high_expression,0,female_range,21,female_range,15,female_range,2023,high_expression
SKMEL30_SKIN,male,57,male_range,18844,high_expression,2735,high_expression,3842,high_expression,1,female_range,48,female_range,71,high_expression,2317,high_expression,2828,high_expression,2967,high_expression
SKMEL31_SKIN,female,45506,high_expression,33,female_range,10,female_range,9,female_range,9,female_range,81,female_range,2,female_range,19,female_range,15,female_range,4,female_range
SKMEL3_SKIN,female,39,male_range,17,female_range,4,female_range,8,female_range,1,female_range,34,female_range,0,female_range,8,female_range,9,female_range,2,female_range
SKMEL5_SKIN,female,84,male_range,7,female_range,6,female_range,7,female_range,0,female_range,19,female_range,2,female_range,1,female_range,1,female_range,0,female_range
SKMES1_LUNG,male,70,male_range,20,female_range,0,female_range,9,female_range,3,female_range,33988,high_expression,2,female_range,6193,high_expression,7,female_range,2403,high_expression
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,71,male_range,19,female_range,2,female_range,2,female_range,1,female_range,37,female_range,2,female_range,6,female_range,3,female_range,4,female_range
SKNAS_AUTONOMIC_GANGLIA,female,15129,high_expression,15,female_range,6,female_range,8,female_range,3,female_range,58,female_range,4,female_range,13,female_range,4,female_range,10,female_range
SKNBE2_AUTONOMIC_GANGLIA,male,74,male_range,20290,high_expression,4918,high_expression,7669,high_expression,4932,high_expression,63219,high_expression,321,high_expression,8287,high_expression,3098,high_expression,2251,high_expression
SKNDZ_AUTONOMIC_GANGLIA,female,90933,high_expression,15,female_range,7,female_range,14,female_range,39,female_range,52,female_range,3,female_range,7,female_range,1,female_range,0,female_range
SKNEP1_BONE,NA,25,male_range,23,female_range,2,female_range,3,female_range,13,female_range,25,female_range,0,female_range,5,female_range,2,female_range,2,female_range
SKNFI_AUTONOMIC_GANGLIA,male,107,male_range,22249,high_expression,7501,high_expression,8339,high_expression,2025,high_expression,29631,high_expression,572,high_expression,5563,high_expression,2531,high_expression,2155,high_expression
SKNMC_BONE,female,91673,high_expression,26,female_range,14,female_range,8,female_range,71,intermediate_expression,82,female_range,0,female_range,5,female_range,12,female_range,3,female_range
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,31,male_range,29,female_range,4,female_range,1,female_range,2,female_range,27,female_range,1,female_range,8,female_range,3,female_range,1,female_range
SKNSH_AUTONOMIC_GANGLIA,female,72462,high_expression,21,female_range,6,female_range,12,female_range,8,female_range,101,female_range,2,female_range,10,female_range,2,female_range,9,female_range
SKOV3_OVARY,female,34267,high_expression,14,female_range,2,female_range,8,female_range,70,intermediate_expression,35,female_range,1,female_range,6,female_range,0,female_range,4,female_range
SKPNDW_BONE,NA,13,male_range,7,female_range,4,female_range,5,female_range,0,female_range,20,female_range,0,female_range,3,female_range,1,female_range,1,female_range
SKRC20_KIDNEY,NA,98062,high_expression,16,female_range,4,female_range,4,female_range,0,female_range,31,female_range,0,female_range,4,female_range,2,female_range,0,female_range
SKUT1_SOFT_TISSUE,female,17065,high_expression,33,female_range,11,female_range,8,female_range,8,female_range,46,female_range,4,female_range,6,female_range,3,female_range,6,female_range
SLR20_KIDNEY,NA,17,male_range,28,female_range,3,female_range,7,female_range,0,female_range,40,female_range,0,female_range,11,female_range,1,female_range,0,female_range
SLR21_KIDNEY,NA,16,male_range,13,female_range,0,female_range,4,female_range,4,female_range,36,female_range,0,female_range,5,female_range,5,female_range,0,female_range
SLR23_KIDNEY,NA,33,male_range,9,female_range,7,female_range,3,female_range,0,female_range,36,female_range,0,female_range,13,female_range,2,female_range,1,female_range
SLR24_KIDNEY,NA,41919,high_expression,22,female_range,4,female_range,2,female_range,4,female_range,32,female_range,2,female_range,8,female_range,4,female_range,0,female_range
SLR25_KIDNEY,NA,34,male_range,25,female_range,2,female_range,5,female_range,0,female_range,21,female_range,0,female_range,12,female_range,4,female_range,0,female_range
SLR26_KIDNEY,NA,34,male_range,15546,high_expression,5127,high_expression,7033,high_expression,4364,high_expression,56576,high_expression,195,high_expression,7802,high_expression,4156,high_expression,1793,high_expression
SNB75_CENTRAL_NERVOUS_SYSTEM,NA,80,male_range,36,female_range,8,female_range,13,female_range,30,female_range,69,female_range,3,female_range,4,female_range,5,female_range,3,female_range
SNGM_ENDOMETRIUM,female,46,male_range,30,female_range,0,female_range,7,female_range,0,female_range,50,female_range,0,female_range,7,female_range,2,female_range,0,female_range
SNU1033_LARGE_INTESTINE,female,64,male_range,30,female_range,1,female_range,9,female_range,1,female_range,51,female_range,0,female_range,9,female_range,2,female_range,0,female_range
SNU1040_LARGE_INTESTINE,male,47,male_range,17959,high_expression,6339,high_expression,4079,high_expression,2,female_range,76019,high_expression,1397,high_expression,5879,high_expression,1644,high_expression,2107,high_expression
SNU1041_UPPER_AERODIGESTIVE_TRACT,NA,31,male_range,35,female_range,6,female_range,11,female_range,0,female_range,63,female_range,2,female_range,7,female_range,9,female_range,2,female_range
SNU1066_UPPER_AERODIGESTIVE_TRACT,male,199,male_range,11231,high_expression,2865,high_expression,4377,high_expression,764,high_expression,28279,high_expression,204,high_expression,4464,high_expression,4271,high_expression,1433,high_expression
SNU1076_UPPER_AERODIGESTIVE_TRACT,male,69,male_range,11826,high_expression,5031,high_expression,7062,high_expression,2205,high_expression,54825,high_expression,314,high_expression,16129,high_expression,7418,high_expression,3106,high_expression
SNU1077_ENDOMETRIUM,female,85,male_range,59,female_range,21,female_range,28,female_range,0,female_range,139,female_range,0,female_range,13,female_range,13,female_range,10,female_range
SNU1079_BILIARY_TRACT,NA,61,male_range,16267,high_expression,4164,high_expression,7723,high_expression,1930,high_expression,65554,high_expression,124,high_expression,5552,high_expression,3506,high_expression,1482,high_expression
SNU1105_CENTRAL_NERVOUS_SYSTEM,male,53,male_range,6680,high_expression,1692,high_expression,2403,high_expression,1124,high_expression,18162,high_expression,21,high_expression,2248,high_expression,756,high_expression,948,high_expression
SNU1196_BILIARY_TRACT,NA,52,male_range,23,female_range,6,female_range,7,female_range,1,female_range,39,female_range,2,female_range,3,female_range,3,female_range,2,female_range
SNU1197_LARGE_INTESTINE,male,171,male_range,30,female_range,5,female_range,15,female_range,2,female_range,91,female_range,1,female_range,5,female_range,8,female_range,2,female_range
SNU119_OVARY,female,93,male_range,29,female_range,10,female_range,15,female_range,9,female_range,106,female_range,3,female_range,16,female_range,12,female_range,10,female_range
SNU1214_UPPER_AERODIGESTIVE_TRACT,male,71,male_range,34,female_range,15,female_range,6,female_range,22,female_range,62,female_range,0,female_range,6,female_range,10,female_range,6,female_range
SNU1272_KIDNEY,female,36782,high_expression,27,female_range,13,female_range,31,female_range,4,female_range,98,female_range,2,female_range,10,female_range,10,female_range,8,female_range
SNU16_STOMACH,female,47116,high_expression,13,female_range,1,female_range,4,female_range,3,female_range,20,female_range,0,female_range,2,female_range,1,female_range,2,female_range
SNU175_LARGE_INTESTINE,female,15,male_range,9,female_range,3,female_range,5,female_range,0,female_range,28,female_range,0,female_range,7,female_range,3,female_range,4,female_range
SNU182_LIVER,male,82,male_range,21481,high_expression,15773,high_expression,5581,high_expression,278,high_expression,48903,high_expression,3,female_range,7605,high_expression,3152,high_expression,2728,high_expression
SNU1_STOMACH,male,37,male_range,20896,high_expression,8521,high_expression,10432,high_expression,2695,high_expression,67139,high_expression,4,female_range,3383,high_expression,2300,high_expression,3508,high_expression
SNU201_CENTRAL_NERVOUS_SYSTEM,male,52,male_range,12219,high_expression,4340,high_expression,5929,high_expression,2582,high_expression,27763,high_expression,178,high_expression,5360,high_expression,2002,high_expression,1455,high_expression
SNU213_PANCREAS,male,53,male_range,10301,high_expression,2988,high_expression,2993,high_expression,6,female_range,37495,high_expression,129,high_expression,6005,high_expression,2111,high_expression,1678,high_expression
SNU216_STOMACH,female,49,male_range,83,female_range,24,female_range,25,female_range,17,female_range,594,intermediate_expression,3,female_range,25,female_range,24,female_range,24,female_range
SNU245_BILIARY_TRACT,NA,55501,high_expression,27,female_range,6,female_range,5,female_range,4,female_range,75,female_range,4,female_range,12,female_range,5,female_range,4,female_range
SNU283_LARGE_INTESTINE,female,30069,high_expression,21,female_range,14,female_range,10,female_range,9,female_range,95,female_range,0,female_range,20,female_range,9,female_range,13,female_range
SNU308_BILIARY_TRACT,NA,124314,high_expression,23,female_range,2,female_range,12,female_range,31,female_range,59,female_range,4,female_range,19,female_range,7,female_range,7,female_range
SNU324_PANCREAS,male,73,male_range,35,female_range,4,female_range,5,female_range,0,female_range,54,female_range,1,female_range,6,female_range,8,female_range,2,female_range
SNU349_KIDNEY,male,59,male_range,6252,high_expression,2684,high_expression,2165,high_expression,3072,high_expression,38394,high_expression,75,high_expression,4742,high_expression,4700,high_expression,1423,high_expression
SNU387_LIVER,female,30480,high_expression,17,female_range,3,female_range,4,female_range,0,female_range,47,female_range,0,female_range,4,female_range,2,female_range,1,female_range
SNU398_LIVER,male,82,male_range,32,female_range,7,female_range,6,female_range,12,female_range,55272,high_expression,0,female_range,12,female_range,6,female_range,3032,high_expression
SNU407_LARGE_INTESTINE,male,21,male_range,11430,high_expression,3385,high_expression,10497,high_expression,1,female_range,51050,high_expression,328,high_expression,7662,high_expression,2412,high_expression,1740,high_expression
SNU410_PANCREAS,male,54,male_range,8,female_range,6,female_range,8,female_range,2,female_range,55,female_range,6,female_range,4,female_range,4,female_range,1,female_range
SNU423_LIVER,male,56,male_range,14990,high_expression,10,female_range,2142,high_expression,344,high_expression,26037,high_expression,71,high_expression,3516,high_expression,1487,high_expression,987,high_expression
SNU449_LIVER,male,56,male_range,633,intermediate_expression,168,intermediate_expression,331,intermediate_expression,140,intermediate_expression,1494,intermediate_expression,19,intermediate_expression,324,high_expression,92,intermediate_expression,58,intermediate_expression
SNU466_CENTRAL_NERVOUS_SYSTEM,male,55,male_range,9188,high_expression,3241,high_expression,4109,high_expression,1320,high_expression,32121,high_expression,93,high_expression,2784,high_expression,2222,high_expression,1668,high_expression
SNU46_UPPER_AERODIGESTIVE_TRACT,male,31,male_range,34,female_range,11,female_range,5,female_range,7,female_range,63637,high_expression,4,female_range,13,female_range,2,female_range,4535,high_expression
SNU475_LIVER,male,310,male_range,8562,high_expression,2830,high_expression,4854,high_expression,2,female_range,20012,high_expression,109,high_expression,18,female_range,1021,high_expression,1040,high_expression
SNU478_BILIARY_TRACT,NA,50198,high_expression,24,female_range,8,female_range,9,female_range,0,female_range,39,female_range,2,female_range,6,female_range,10,female_range,0,female_range
SNU489_CENTRAL_NERVOUS_SYSTEM,male,43,male_range,10189,high_expression,3009,high_expression,3812,high_expression,1993,high_expression,43931,high_expression,132,high_expression,5180,high_expression,2627,high_expression,1509,high_expression
SNU503_LARGE_INTESTINE,male,50,male_range,21,female_range,11,female_range,7,female_range,10,female_range,74,female_range,0,female_range,7,female_range,3,female_range,4,female_range
SNU520_STOMACH,female,81286,high_expression,23,female_range,7,female_range,9,female_range,0,female_range,25,female_range,3,female_range,11,female_range,7,female_range,2,female_range
SNU5_STOMACH,female,146,male_range,24,female_range,10,female_range,3,female_range,4,female_range,79,female_range,3,female_range,5,female_range,4,female_range,4,female_range
SNU601_STOMACH,male,43,male_range,4928,high_expression,4948,high_expression,6191,high_expression,9,female_range,29617,high_expression,212,high_expression,1401,high_expression,2963,high_expression,2725,high_expression
SNU61_LARGE_INTESTINE,male,70,male_range,149,female_range,47,female_range,78,female_range,6,female_range,286,female_range,21,high_expression,19,female_range,43,female_range,20,female_range
SNU620_STOMACH,female,123356,high_expression,25,female_range,6,female_range,11,female_range,0,female_range,97,female_range,0,female_range,16,female_range,4,female_range,5,female_range
SNU626_CENTRAL_NERVOUS_SYSTEM,male,56,male_range,11970,high_expression,8711,high_expression,9037,high_expression,2074,high_expression,31121,high_expression,217,high_expression,4884,high_expression,4036,high_expression,2281,high_expression
SNU668_STOMACH,male,44,male_range,33,female_range,5,female_range,9,female_range,1,female_range,69,female_range,3,female_range,15,female_range,2,female_range,7,female_range
SNU685_ENDOMETRIUM,female,3962,high_expression,22,female_range,7,female_range,12,female_range,2,female_range,48,female_range,8,female_range,7,female_range,4,female_range,4,female_range
SNU719_STOMACH,male,45,male_range,14,female_range,3269,high_expression,8063,high_expression,1,female_range,13854,high_expression,272,high_expression,5,female_range,2758,high_expression,1436,high_expression
SNU738_CENTRAL_NERVOUS_SYSTEM,male,53,male_range,27,female_range,2,female_range,3,female_range,77,intermediate_expression,67,female_range,4,female_range,4,female_range,9,female_range,6,female_range
SNU761_LIVER,male,95,male_range,59,female_range,12,female_range,8,female_range,1,female_range,107,female_range,2,female_range,19,female_range,14,female_range,10,female_range
SNU81_LARGE_INTESTINE,male,83,male_range,54,female_range,10,female_range,10,female_range,5,female_range,128,female_range,3,female_range,22,female_range,7,female_range,17,female_range
SNU840_OVARY,female,45248,high_expression,11,female_range,12,female_range,11,female_range,5,female_range,38,female_range,0,female_range,6,female_range,2,female_range,4,female_range
SNU869_BILIARY_TRACT,NA,64,male_range,33,female_range,5,female_range,7,female_range,0,female_range,61,female_range,0,female_range,4,female_range,4,female_range,12,female_range
SNU878_LIVER,female,94,male_range,33,female_range,22,female_range,24,female_range,0,female_range,116,female_range,5,female_range,28,female_range,9,female_range,5,female_range
SNU886_LIVER,male,80,male_range,27800,high_expression,7563,high_expression,12163,high_expression,445,high_expression,68346,high_expression,336,high_expression,83,intermediate_expression,4091,high_expression,3922,high_expression
SNU899_UPPER_AERODIGESTIVE_TRACT,male,140,male_range,86,female_range,14,female_range,14,female_range,3,female_range,174,female_range,0,female_range,13,female_range,13,female_range,17,female_range
SNU8_OVARY,female,72,male_range,36,female_range,4,female_range,12,female_range,2,female_range,56,female_range,0,female_range,14,female_range,8,female_range,4,female_range
SNUC1_LARGE_INTESTINE,male,18,male_range,12,female_range,2,female_range,4,female_range,2,female_range,38,female_range,0,female_range,4,female_range,2,female_range,2,female_range
SNUC2A_LARGE_INTESTINE,female,89,male_range,16,female_range,7,female_range,10,female_range,0,female_range,44,female_range,1,female_range,15,female_range,3,female_range,2,female_range
SNUC4_LARGE_INTESTINE,male,89,male_range,15091,high_expression,3829,high_expression,6321,high_expression,2,female_range,33477,high_expression,738,high_expression,6316,high_expression,21,female_range,3572,high_expression
SNUC5_LARGE_INTESTINE,female,114,male_range,48,female_range,13,female_range,15,female_range,4,female_range,115,female_range,2,female_range,15,female_range,7,female_range,10,female_range
SQ1_LUNG,NA,78,male_range,15333,high_expression,4499,high_expression,2640,high_expression,8,female_range,37506,high_expression,1374,high_expression,4040,high_expression,1772,high_expression,2445,high_expression
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,136,male_range,53,female_range,27,female_range,24,female_range,5,female_range,161,female_range,0,female_range,16,female_range,19,female_range,9,female_range
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,85293,high_expression,123,female_range,44,female_range,41,female_range,3,female_range,339,female_range,7,female_range,52,female_range,45,female_range,24,female_range
STM9101_SOFT_TISSUE,NA,9,male_range,13231,high_expression,2153,high_expression,6588,high_expression,755,high_expression,20598,high_expression,212,high_expression,4537,high_expression,1503,high_expression,1539,high_expression
SU8686_PANCREAS,female,35732,high_expression,19,female_range,2,female_range,16,female_range,0,female_range,102,female_range,3,female_range,0,female_range,0,female_range,2,female_range
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,215,male_range,13961,high_expression,8475,high_expression,4979,high_expression,1531,high_expression,82292,high_expression,154,high_expression,5017,high_expression,4835,high_expression,1961,high_expression
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,58,male_range,4737,high_expression,4317,high_expression,7380,high_expression,2,female_range,40974,high_expression,1,female_range,1110,high_expression,2789,high_expression,851,high_expression
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,45,male_range,15300,high_expression,6953,high_expression,4312,high_expression,13,female_range,61677,high_expression,104,high_expression,4074,high_expression,4890,high_expression,1529,high_expression
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,36857,high_expression,53,female_range,24,female_range,10,female_range,18,female_range,139,female_range,9,female_range,20,female_range,18,female_range,8,female_range
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,155,male_range,67,female_range,16,female_range,14,female_range,2,female_range,176,female_range,3,female_range,31,female_range,14,female_range,5,female_range
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,51,male_range,34,female_range,13,female_range,10,female_range,0,female_range,73,female_range,1,female_range,12,female_range,3,female_range,1,female_range
SUIT2_PANCREAS,male,118,male_range,51,female_range,19,female_range,24,female_range,1,female_range,124,female_range,5,female_range,23,female_range,10,female_range,12,female_range
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,90,male_range,25280,high_expression,8548,high_expression,13172,high_expression,1227,high_expression,24343,high_expression,603,high_expression,7484,high_expression,4934,high_expression,3229,high_expression
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,28766,high_expression,14,female_range,6,female_range,5,female_range,0,female_range,24,female_range,1,female_range,0,female_range,1,female_range,2,female_range
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,178,male_range,80,female_range,9,female_range,22,female_range,1,female_range,162,female_range,3,female_range,17,female_range,3,female_range,11,female_range
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,82,male_range,8052,high_expression,3971,high_expression,4066,high_expression,20,female_range,17074,high_expression,208,high_expression,3711,high_expression,2168,high_expression,1455,high_expression
SW1088_CENTRAL_NERVOUS_SYSTEM,male,142,male_range,6708,high_expression,2190,high_expression,2103,high_expression,1118,high_expression,18438,high_expression,23,high_expression,2778,high_expression,1008,high_expression,1755,high_expression
SW1116_LARGE_INTESTINE,male,129,male_range,3604,high_expression,1068,high_expression,1451,high_expression,4,female_range,166,female_range,303,high_expression,972,high_expression,883,high_expression,730,high_expression
SW1271_LUNG,male,76,male_range,24,female_range,4,female_range,4,female_range,0,female_range,61,female_range,0,female_range,5,female_range,4,female_range,4,female_range
SW1353_BONE,female,70088,high_expression,46,female_range,11,female_range,16,female_range,43,female_range,129,female_range,1,female_range,15,female_range,6,female_range,4,female_range
SW1417_LARGE_INTESTINE,female,106,male_range,15,female_range,6,female_range,5,female_range,0,female_range,107,female_range,0,female_range,13,female_range,2,female_range,7,female_range
SW1463_LARGE_INTESTINE,female,18949,high_expression,72,female_range,38,female_range,30,female_range,7,female_range,287,female_range,3,female_range,29,female_range,9,female_range,12,female_range
SW1573_LUNG,female,126,male_range,69,female_range,22,female_range,29,female_range,3,female_range,166,female_range,2,female_range,17,female_range,17,female_range,7,female_range
SW1710_URINARY_TRACT,female,96,male_range,32,female_range,6,female_range,20,female_range,1,female_range,102,female_range,5,female_range,12,female_range,3,female_range,3,female_range
SW1783_CENTRAL_NERVOUS_SYSTEM,male,65,male_range,14431,high_expression,5532,high_expression,3726,high_expression,1239,high_expression,39381,high_expression,10,female_range,4067,high_expression,1744,high_expression,1912,high_expression
SW1990_PANCREAS,male,42,male_range,30,female_range,6,female_range,14,female_range,0,female_range,43,female_range,0,female_range,7,female_range,3,female_range,4,female_range
SW403_LARGE_INTESTINE,female,58186,high_expression,67,female_range,21,female_range,40,female_range,2,female_range,210,female_range,5,female_range,32,female_range,12,female_range,13,female_range
SW480_LARGE_INTESTINE,male,58,male_range,18,female_range,0,female_range,4,female_range,0,female_range,28,female_range,0,female_range,6,female_range,0,female_range,4,female_range
SW48_LARGE_INTESTINE,female,14575,high_expression,71,female_range,23,female_range,37,female_range,8,female_range,152,female_range,0,female_range,25,female_range,8,female_range,3,female_range
SW579_THYROID,male,86,male_range,18,female_range,4,female_range,2,female_range,5,female_range,31,female_range,0,female_range,7,female_range,1,female_range,1,female_range
SW620_LARGE_INTESTINE,male,44,male_range,7,female_range,5,female_range,4,female_range,0,female_range,24,female_range,0,female_range,0,female_range,1,female_range,2,female_range
SW780_URINARY_TRACT,female,217961,high_expression,167,female_range,51,female_range,26,female_range,11,female_range,289,female_range,3,female_range,75,intermediate_expression,31,female_range,22,female_range
SW837_LARGE_INTESTINE,male,121,male_range,107,female_range,13,female_range,27,female_range,3,female_range,146,female_range,1,female_range,68,intermediate_expression,12,female_range,15,female_range
SW900_LUNG,male,1044,intermediate_expression,24,female_range,4,female_range,8,female_range,1,female_range,48,female_range,0,female_range,2,female_range,6,female_range,6,female_range
SW948_LARGE_INTESTINE,female,88245,high_expression,17,female_range,4,female_range,6,female_range,0,female_range,34,female_range,1,female_range,0,female_range,5,female_range,2,female_range
T173_FIBROBLAST,NA,23961,high_expression,57,female_range,11,female_range,12,female_range,5,female_range,127,female_range,3,female_range,16,female_range,10,female_range,7,female_range
